english,urdu_ref,urdu_google,urdu_meta,bleu_google,bleu_meta
i have sinned,کیا زین یہ چاہتا ہے,میں نے گناہ کیا ہے۔,میں نے گناہ کیا,10.682175159905853,12.44023474812678
does zain want this,آپ کیوں سو رہے ہیں,کیا زین یہ چاہتا ہے؟,زینب یہ چاہتا ہے,0.0,0.0
why are you sleeping,نینا ایک ماہر باورچی ہے,تم کیوں سو رہے ہو,آپ کیوں سو رہے ہیں,0.0,0.0
nina is an expert cook,مجھے سزا دی جائے گی,نینا ایک ماہر باورچی ہے۔,نینا ایک ماہر کوک ہے,0.0,0.0
i will be punished,کیا آپ کے پاس نقل ہے,مجھے سزا دی جائے گی۔,مجھے سزا دی جائے گی,0.0,0.0
do you have a copy,ہمارے پاس گیس ختم ہو گئی,کیا آپ کے پاس ایک کاپی ہے؟,کیا آپ کو ایک کاپی ہے؟,6.567274736060395,0.0
we ran out of gas,وہ ابھی آیا,ہمارے پاس گیس ختم ہو گئی۔,ہم گیس سے باہر چلے گئے,0.0,0.0
he just arrived,کیا آپ کو رقص پسند ہے,وہ ابھی پہنچا,وہ صرف پہنچ گیا,0.0,0.0
do you like dancing,کیا آپ اضطراری ہیں,کیا آپ کو رقص پسند ہے؟,کیا آپ رقص کرنا پسند کرتے ہیں,16.233395773754946,14.535768424205482
are you impulsive,سب قیدی تھے,کیا آپ جذباتی ہیں؟,آپ کو مزاحمت ہے,0.0,0.0
were all prisoners,ہم کافی سے محبت کرتے ہیں,تمام قیدی تھے۔,تمام قیدی تھے,0.0,0.0
we love coffee,زین کو اختیار کیا جاتا ہے,ہمیں کافی پسند ہے۔,ہم کافئین سے محبت کرتے ہیں,0.0,0.0
is zain adopted,میری گھڑی ترتیب سے باہر ہے,زین کو اپنایا جاتا ہے,زینب کو قبول کیا گیا,8.745825313180632,0.0
my watch is out of order,یہ کچھ بھی نہیں آیا,میری گھڑی ٹھیک نہیں ہے۔,میرے گھڑی سے باہر ہے,10.682175159905853,0.0
it came to nothing,وہ کل ٹھیک نہیں تھا,یہ کچھ بھی نہیں آیا,کچھ بھی نہیں ہوا,10.682175159905853,12.44023474812678
he was not well yesterday,ہم بہترین دوست تھے,وہ کل ٹھیک نہیں تھا۔,وہ آج اچھا نہیں تھا,0.0,0.0
we were best friends,انہوں نے بلایا,ہم بہترین دوست تھے,ہم سب سے اچھے دوست تھے,0.0,0.0
they called,کیا آپ نے ٹام کو فون کیا,انہوں نے بلایا,انہوں نے کہا کہ,7.253154775624655,7.545383788761362
did you phone tom,کیا میں آپ کا فون استعمال کر سکتا ہوں,کیا آپ نے ٹام کو فون کیا؟,آپ نے ٹام کو فون کیا,6.495032985064742,6.4790667469036025
can i use your phone,ایک دریا قصبے کو دو حصوں میں تقسیم کرتی ہے۔,کیا میں آپ کا فون استعمال کر سکتا ہوں؟,میں آپ کے فون کا استعمال کر سکتا ہوں,4.266331692956901,4.266331692956901
a river divides the town,زین کھیلوں میں برا ہے,ایک دریا شہر کو تقسیم کرتا ہے۔,ایک نہر شہر کو تقسیم کرتا ہے,0.0,6.567274736060395
zain is bad at sports,زین نے آج مجھے نظر انداز کر دیا,زین کھیلوں میں برا ہے۔,زینب کھیلوں میں برا ہے,5.862502026550899,0.0
zain ignored me today,میں نے بہت زیادہ کھایا,زین نے آج مجھے نظر انداز کیا۔,زینب نے آج مجھ پر غفلت کی,6.567274736060395,6.567274736060395
i ate way too much,آپ کیا لائے,میں نے بہت زیادہ کھایا,میں نے بہت زیادہ کھایا,0.0,0.0
what did you bring,یہ بہت زیادہ ہے,تم کیا لائے ہو؟,آپ نے کیا لایا,0.0,0.0
thats too much,زین شامل تھا,یہ بہت زیادہ ہے,یہ بہت زیادہ,0.0,0.0
was zain involved,زین کو دوست کی ضرورت ہے,زین ملوث تھا۔,زینب میں ملوث,10.122592925934278,0.0
zain needs a friend,زین کو بے خوابی ہے,زین کو ایک دوست کی ضرورت ہے۔,زینب کو ایک دوست کی ضرورت ہے,13.134549472120794,7.809849842300641
zain has insomnia,یہ ایک لمبی کہانی ہے,زین کو بے خوابی ہے۔,زینب بے خوابی ہے,0.0,12.44023474812678
its a long story,اپنے حقوق جانیں,اس کی ایک لمبی کہانی ہے,یہ ایک طویل کہانی ہے,0.0,0.0
you know your rights,میرے والد میں ہے,آپ اپنے حقوق جانتے ہیں۔,آپ اپنے حقوق کو جانتے ہیں,0.0,0.0
my father is in,مجھے ایک ہاتھ دے دو,میرے والد اندر ہیں,میرے والد میں ہے,0.0,0.0
give me a hand,میں بعد میں واپس آ سکتا ہوں,مجھے ایک ہاتھ دو,مجھے ایک ہاتھ دے,0.0,0.0
i can come back later,زین نے آپ کو دیکھا,میں بعد میں واپس آ سکتا ہوں۔,میں بعد میں واپس آ سکتا ہوں,0.0,0.0
zain saw you,بارش شروع ہوئی,زین نے آپ کو دیکھا,زینب نے آپ کو دیکھا,0.0,0.0
it began to rain,میں بہت تیرتا ہوں,بارش شروع ہو گئی,بارش شروع ہو گئی ہے,0.0,0.0
i swim a lot,اس میں گھنٹوں لگ سکتے ہیں,میں بہت تیراکی کرتا ہوں۔,میں بہت زیادہ شنا کرتا ہوں,8.745825313180632,8.116697886877475
it could take hours,زین بور,یہ گھنٹے لگ سکتا ہے,یہ گھنٹوں تک لے سکتا ہے,0.0,0.0
zains bored,زین بے زبان تھا,زین بور,زینب تھک گئے,18.393972058572114,0.0
zain was speechless,ٹام کی عینک ٹوٹ گئ۔,زین بے ساختہ تھا۔,زینب بے کلام تھا,0.0,0.0
tom broke his glasses,تم نے میرے بارے میں سنا ہو سکتا ہے,ٹام نے اپنے شیشے توڑ دیے۔,ٹام نے اپنی آنکھیں پھینک دیں,4.923026124015933,4.923026124015933
you might have heard of me,ميں تيار هوں,آپ نے شاید میرے بارے میں سنا ہوگا۔,شاید آپ نے میرے بارے میں سنا ہے,0.0,0.0
okay i am ready,زین مضطرب نظر آیا,ٹھیک ہے میں تیار ہوں۔,ٹھیک ہے میں تیار ہوں,0.0,0.0
zain looked pensive,مجھے بہت سی کتابوں کی ضرورت ہے,زین سوچتا ہوا نظر آیا,زینب کی نظر میں پینٹنگ,0.0,7.160476144948854
i need many books,وہ اوساکا میں پیدا ہوئے۔,مجھے بہت سی کتابوں کی ضرورت ہے۔,مجھے بہت کتابوں کی ضرورت ہے,0.0,0.0
he was born in osaka,میں یہاں اسکول گیا تھا,وہ اوساکا میں پیدا ہوا تھا۔,اوزاکا میں پیدا ہوا,8.116697886877475,12.44023474812678
i went to school here,میں آسانی سے متاثر ہوں,میں یہاں اسکول گیا تھا۔,میں یہاں اسکول جا رہا ہوں,10.682175159905853,9.652434877402245
i am easily influenced,جہاں اس کا گھر ہے,میں آسانی سے متاثر ہوں,میں آسانی سے متاثر ہوں,0.0,0.0
wheres his home,اس نے اپنی جرابیں ٹھیک کر دیں,اس کا گھر کہاں ہے,جس کا گھر ہے,7.160476144948854,0.0
she mended her socks,ہم ہر اتوار کو ایک گیلری میں جاتے ہیں,اس نے اپنے جرابوں کو ٹھیک کیا,اس نے اپنے شلواروں کو پکڑ لیا,4.935157841536379,4.935157841536379
we go to a gallery every sunday,گھر آؤ !,ہم ہر اتوار کو ایک گیلری میں جاتے ہیں۔,ہم ہر ہفتے ایک گالری میں جاتے ہیں,0.0,0.0
come home,زین آرام,گھر آو,گھر آؤ,0.0,0.0
zain relaxed,خاموشی آدھی رضامندی ہے,زین نے آرام کیا۔,زینب آرام دہ,0.0,0.0
silence is half consent,کیا آپ کو کینسر ہے؟,خاموشی آدھی رضامندی ہے۔,خاموشی نصف رضامندی ہے,0.0,0.0
you have cancer,ایک مختصر کٹ لیں,آپ کو کینسر ہے,آپ کو سرطان ہے,0.0,0.0
take a short cut,زین پاگل ہو گیا,ایک شارٹ کٹ لے لو,ایک مختصر کاٹنا,0.0,0.0
zain got mad,زین نے کھدائی روک دی,زین پاگل ہو گیا,زینب پاگل ہو گیا,12.44023474812678,0.0
zain stopped digging,وہ ہمیشہ شکایت کرتے ہیں,زین نے کھدائی بند کردی,زینب کو روکنے کے لئے,0.0,0.0
they always complain,آپ کو دیر سے کیا,وہ ہمیشہ شکایت کرتے ہیں,ہمیشہ شکایت کرتے ہیں,0.0,0.0
what made you late,سال گزر گئے,کس چیز نے آپ کو دیر کر دی۔,کیا آپ کو دیر ہو گئی ہے,0.0,0.0
years passed,زین نے اپنی گرفت کو آرام دیا,سال گزر گئے,سال گزرے,0.0,0.0
zain relaxed his grip,میرا انتظار نہ کریں,زین نے اپنی گرفت کو ڈھیلا کیا,زینب نے اپنے گڑیا کو آرام کر دیا,0.0,0.0
dont wait for me,یہ گلاس گندا ہے,میرا انتظار نہ کرو,مجھ سے انتظار نہ کریں,0.0,0.0
this glass is dirty,یہ بس یا کار ہے,یہ گلاس گندا ہے,یہ گلاس کثافت ہے,14.794015674776452,14.794015674776452
is that a bus or car,زین نے چیک پر دستخط کیے,یہ بس ہے یا کار؟,ایک گاڑی یا ایک گاڑی,0.0,0.0
zain signed the check,وہ آپ کو دیکھ رہا ہے,زین نے چیک پر دستخط کر دیئے۔,زینب نے چیک پر دستخط,0.0,0.0
he is looking at you,لیجیے، آپ کو موقع مل گیا ہے۔,وہ آپ کو دیکھ رہا ہے,وہ آپ کو دیکھ رہا ہے,13.74127285540009,13.74127285540009
this is your chance,مجھے بھیڑ کھینچنا,یہ آپ کا موقع ہے,یہ آپ کا موقع ہے,0.0,0.0
draw me a sheep,ٹام نے اچھا وقت گزارا۔,مجھے ایک بھیڑ کھینچو,مجھے ایک گائے لے آؤ,0.0,0.0
tom had a great time,زین الجھا ہوا نظر آتا ہے,ٹام نے بہت اچھا وقت گزارا۔,ٹام نے بہت اچھا وقت لیا,0.0,0.0
zain appears confused,اپنی سیٹ بیلٹ باندھیں,زین الجھا ہوا دکھائی دیتا ہے۔,زینب کو گمراہ کیا جاتا ہے,0.0,0.0
fasten your seatbelts,میں انگریزی نہیں ہوں,اپنی سیٹ بیلٹ باندھ لو,آپ کے سیٹ بیلٹ کو پکڑو,0.0,0.0
i am not english,کمپیوٹر میں معلومات کا اندراج کرو۔,میں انگریز نہیں ہوں۔,میں انگریزی نہیں ہوں,9.688464563433238,9.688464563433238
enter the information into the computer,اسے آزمائیں,کمپیوٹر میں معلومات درج کریں۔,معلومات کو کمپیوٹر میں داخل کریں,0.0,0.0
give it a try,میں حادثاتی طور پر اس سے ملا,اسے آزمائیں,اسے ایک کوشش کریں,0.0,0.0
i met her by accident,میں نے حال ہی میں ٹام سے ملاقات کی,میں اتفاق سے اس سے ملا,میں نے اسے حادثے میں دیکھا,5.854497694024015,10.89644800332157
i recently met tom,اس نے ایک سیب کا خاکہ بنایا,میں نے حال ہی میں ٹام سے ملاقات کی۔,میں نے ٹام سے ملاقات کی,4.767707020457095,6.870636427700047
he sketched an apple,میں اس سے ڈرتا تھا,اس نے ایک سیب کا خاکہ بنایا,میں نے ایک سیب کو ڈھونڈ لیا,6.567274736060395,6.567274736060395
i was afraid of that,وہ غائب ہو گئے,میں اس سے ڈرتا تھا,میں اس سے ڈرتا تھا,0.0,0.0
they disappeared,اس نے مجھے ایک بری سردی دی,وہ غائب ہو گئے,وہ غائب ہو گئے,0.0,0.0
he gave me a bad cold,میں اس کا مستحق نہیں ہوں,اس نے مجھے برا ٹھنڈا دیا,اس نے مجھے ایک برا ٹھنڈا دیا,8.116697886877475,6.567274736060395
i dont deserve it,فوری طور پر واپس آنا,میں اس کے قابل نہیں ہوں۔,مجھے اس کا کوئی فائدہ نہیں,0.0,0.0
return immediately,زین کو فرار نہ ہونے دیں,فوری طور پر واپس,فوری طور پر واپس,0.0,0.0
dont let zain escape,وہ ہنس نے لگا,زین کو بھاگنے نہ دینا,بھاگنے کی اجازت نہ دیں,0.0,0.0
he burst out laughing,کیا اس کا ذائقہ اچھا ہے,وہ ہنس پڑا,وہ ہنستے ہنستے,0.0,0.0
does it taste good,زین برآمد,کیا اس کا ذائقہ اچھا ہے؟,کیا اچھا مزہ ہے,0.0,0.0
zain recovered,مدد راستے میں ہے,زین صحت یاب ہو گیا۔,زینب کو بحال,0.0,0.0
help is on the way,اس کے لئے شکریہ,مدد راستے میں ہے,مدد راستے پر ہے,0.0,0.0
thanks for that,مجھے لگتا ہے کہ آپ جانتے ہیں کیوں,اس کے لیے شکریہ,اس کے لئے شکریہ,0.0,0.0
i think you know why,میں بالکل نہیں جانتا,مجھے لگتا ہے کہ آپ جانتے ہیں کیوں,مجھے لگتا ہے کہ آپ جانتے ہیں کیوں,0.0,0.0
i dont know exactly,اس پر بھروسہ نہیں کیا جا سکتا,میں بالکل نہیں جانتا,میں بالکل نہیں جانتا,7.545383788761362,7.545383788761362
he cannot be trusted,مجھے سشیمی پسند ہے,اس پر بھروسہ نہیں کیا جا سکتا,اس پر یقین نہیں کیا جا سکتا,0.0,0.0
i like sashimi,اس نے اپنا فرض ادا کیا,مجھے سشمی پسند ہے۔,مجھے ساسمی پسند ہے,0.0,0.0
he did his duty,مجھے معلوم ہے,اس نے اپنا فرض ادا کیا,انہوں نے اپنے ذمہ داری کو پورا کیا,0.0,0.0
i know,میں گرمی نہیں لے سکتا,میں جانتا ہوں,میں جانتا ہوں,14.127216461522432,14.127216461522432
i cant take the heat,اپنا چہرہ دھوئیں,میں گرمی نہیں لے سکتا,میں گرمی لے جاؤں گا,0.0,0.0
wash your face,کیا ہم پہلے بھی ملے ہیں,اپنا چہرہ دھو لو,اپنے چہرے کو صاف کریں,0.0,0.0
have we met before,آپ کو سمجھ نہیں آتا,کیا ہم پہلے مل چکے ہیں؟,ہم نے پہلے سے ملاقات,0.0,0.0
you dont understand,میں چابی کھو چکا ہوں,تم نہیں سمجھتے,آپ نہیں سمجھتے,0.0,0.0
i have lost the key,ہم نے مزہ کیا,میں نے چابی کھو دی ہے۔,میں نے کلید کھو دیا,8.116697886877475,10.682175159905853
we had fun,وہ بہت ارد گرد ہو جاتا ہے,ہم نے مزہ کیا,ہم نے مزہ کیا,0.0,0.0
he gets around a lot,میں نے یہ تصویر لی,وہ بہت زیادہ ہو جاتا ہے,وہ بہت دور ہو جاتا ہے,0.0,0.0
i took this photo,میں نے آپ کو کھانسی سنا,میں نے یہ تصویر لی,میں نے یہ تصویر لے لی,17.491650626361256,16.233395773754946
i heard you coughing,مجھے تکلیف نہ دیں,میں نے آپ کو کھانستے ہوئے سنا ہے۔,میں نے تمہاری آواز سنی,0.0,0.0
dont hurt me,مجھے اپنا گھر پسند ہے,مجھے تکلیف نہ دو,مجھ کو کوئی نقصان نہیں,12.44023474812678,0.0
i like my house,جہاز سمندر میں ہے,مجھے اپنا گھر پسند ہے۔,میرے گھر کو پسند ہے,0.0,10.682175159905853
the ship is at sea,وہ جاپانی بول سکتا ہے۔,جہاز سمندر میں ہے,جہاز سمندر میں ہے,0.0,0.0
he can speak japanese,میں اپنے کمپیوٹر سے نفرت کرتا ہوں,وہ جاپانی بول سکتا ہے۔,وہ جاپانی بول سکتے ہیں,0.0,0.0
